,wheatfield,ranch,forest,mine,appleorchard,bakery,conveniencestore,cheesefactory,furniturefactory,fruitandveggiemarket,cafe,familyrestaurant,stadium,tvstation,businesscenter,trainstation,shoppingmall,amusementpark,radiotower,gold
2843,2,1,2,1,2,3,1,2,1,0,3,1,1,1,0,1,1,1,1,11
2844,2,2,3,2,0,3,1,1,3,0,1,3,1,1,1,1,1,1,1,1
2845,3,3,2,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,12
2846,2,2,1,2,2,3,3,0,2,1,2,0,1,1,1,1,1,1,1,5
2847,3,1,2,3,2,2,1,1,4,0,0,0,1,1,1,1,1,1,1,25
2848,3,1,2,3,0,2,2,1,3,3,0,1,1,1,1,1,1,1,1,42
2849,1,4,0,2,1,3,1,4,1,0,1,3,1,1,1,1,1,1,1,27
2850,3,0,3,1,1,2,2,1,1,1,1,2,1,0,0,1,1,1,1,0
2851,2,3,2,1,2,1,0,1,1,0,3,0,1,0,1,1,1,1,1,6
2852,1,2,1,2,3,2,2,0,2,1,2,0,1,1,1,1,1,1,1,9
2853,1,1,0,0,0,5,1,0,1,1,3,4,1,1,1,1,1,1,1,5
2854,3,3,1,0,2,1,1,1,1,2,2,0,1,0,1,1,1,1,1,2
2855,2,0,1,1,1,3,2,2,4,0,2,2,1,1,1,1,1,1,1,28
2856,3,0,3,4,3,1,1,0,4,3,1,0,1,1,1,1,1,1,1,5
2857,1,1,3,4,3,2,2,0,3,1,0,1,1,1,1,1,1,1,1,16
2858,2,2,1,0,0,2,1,0,0,2,3,6,1,1,1,1,1,1,1,1
2859,3,1,1,1,2,2,0,2,1,2,3,2,1,1,1,1,1,1,1,4
2860,1,3,4,0,2,2,0,1,3,2,0,1,0,1,1,1,1,1,1,34
2861,3,1,4,4,1,1,2,1,2,0,0,1,1,1,1,1,1,1,1,121
2862,3,1,2,3,1,1,4,1,0,2,3,2,1,1,1,1,1,1,1,41
2863,4,1,0,2,1,2,0,0,1,0,3,3,1,0,0,1,1,1,1,0
2864,4,1,1,2,1,4,0,2,1,0,0,4,1,1,1,1,1,1,1,7
2865,2,3,0,3,2,2,0,1,1,0,0,1,0,1,0,1,1,1,1,29
2866,3,2,2,0,1,2,3,1,1,0,1,3,1,1,0,1,1,1,1,6
2867,4,1,0,2,1,2,0,0,1,2,0,1,1,0,1,1,1,1,1,0
2868,4,0,0,2,2,3,1,2,1,1,2,2,1,1,1,1,1,1,1,16
2869,2,0,2,2,2,2,2,0,1,2,2,1,1,1,1,1,1,1,1,12
2870,2,1,2,2,3,3,1,1,2,0,3,0,1,1,1,1,1,1,1,4
2871,5,2,0,0,1,1,3,2,0,2,1,2,1,1,0,1,1,1,1,26
2872,2,3,0,0,2,1,3,2,3,2,1,0,1,1,1,1,1,1,1,5
2873,2,2,1,3,2,2,2,3,2,0,1,0,0,1,1,1,1,1,1,8
2874,2,1,4,1,3,2,1,2,1,1,0,0,1,1,1,1,1,1,1,35
2875,2,4,1,3,0,2,2,2,0,0,0,0,1,1,1,1,1,1,1,65
2876,4,1,4,2,2,2,0,2,0,1,1,3,1,1,1,1,1,1,1,28
2877,1,2,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,4
2878,3,1,2,1,2,3,3,0,1,1,1,1,1,1,1,1,1,1,1,28
2879,3,1,1,0,1,3,3,0,1,2,0,0,1,1,1,1,1,1,1,17
2880,4,4,3,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,1,6
2881,3,0,0,0,1,3,2,1,2,1,1,4,1,1,0,1,1,1,1,30
2882,4,3,0,1,0,3,1,3,1,1,2,1,1,1,1,1,1,1,1,2
2883,5,0,3,0,2,2,1,0,1,0,0,2,1,1,1,1,1,1,1,18
2884,3,1,2,3,1,2,1,1,3,0,2,3,1,1,0,1,1,1,1,33
2885,3,1,1,2,0,4,2,3,1,2,0,0,1,1,1,1,1,1,1,7
2886,2,2,3,3,2,2,1,1,0,1,1,2,0,1,0,1,1,1,1,52
2887,2,1,0,2,1,4,1,1,0,2,2,1,1,1,1,1,1,1,1,6
2888,2,1,1,2,2,1,1,2,1,2,3,0,1,1,1,1,1,1,1,6
2889,2,0,3,0,2,2,0,1,2,0,3,2,1,0,0,1,1,1,1,11
2890,2,3,1,1,1,2,3,2,0,0,2,3,1,1,1,1,1,1,1,16
2891,1,1,2,1,1,4,2,0,2,1,1,2,1,1,0,1,1,1,1,77
2892,3,2,1,1,2,2,1,0,2,1,3,0,1,0,1,1,1,1,1,24
2893,2,3,2,1,1,3,1,3,0,1,4,1,1,1,1,1,1,1,1,9
2894,1,1,2,3,0,3,3,2,2,1,2,1,1,1,1,1,1,1,1,6
2895,4,2,1,2,1,2,1,0,2,1,2,1,1,1,1,1,1,1,1,14
2896,3,0,3,3,2,3,1,2,3,1,2,0,1,1,1,1,1,1,1,74
2897,3,2,1,1,0,3,1,2,0,2,2,2,1,1,1,1,1,1,1,13
2898,2,2,1,5,1,2,1,1,2,1,0,0,1,1,1,1,1,1,1,17
2899,2,2,1,2,0,3,0,0,2,0,3,2,1,1,0,1,1,1,1,19
2900,3,1,3,3,1,2,1,1,3,2,2,0,1,1,1,1,1,1,1,11
2901,2,0,3,2,0,5,1,1,2,1,2,2,1,1,1,1,1,1,1,31
2902,2,4,1,2,0,3,0,4,0,2,1,0,1,1,1,1,1,1,1,3
2903,2,1,3,1,0,2,1,1,3,1,4,0,1,1,1,1,1,1,1,15
2904,3,0,1,0,2,3,3,2,0,0,2,2,1,1,1,1,1,1,1,1
2905,3,2,3,3,1,2,0,3,2,0,0,0,1,1,1,1,1,1,1,9
2906,3,2,0,2,1,3,1,3,1,0,2,2,1,1,1,1,1,1,1,47
2907,2,2,2,3,3,2,1,0,3,2,0,0,1,1,1,1,1,1,1,1
2908,2,2,1,2,0,1,1,0,4,3,3,0,1,1,1,1,1,1,1,15
2909,3,2,2,3,0,2,1,3,0,0,1,3,1,1,0,1,1,1,1,33
2910,3,0,2,3,2,3,4,2,2,1,0,0,1,1,1,1,1,1,1,19
2911,4,2,1,3,2,1,0,1,1,2,0,0,1,1,1,1,1,1,1,3
2912,3,2,1,1,1,2,1,1,1,3,0,2,1,1,1,1,1,1,1,12
2913,2,2,0,3,2,1,2,2,1,2,0,0,1,1,1,1,1,1,1,9
2914,2,2,2,1,0,2,3,2,0,2,2,3,1,1,1,1,1,1,1,32
2915,3,2,1,2,2,2,1,1,1,0,2,2,1,1,1,1,1,1,1,20
2916,4,1,1,2,1,1,2,1,1,2,2,0,1,1,1,1,1,1,1,0
2917,3,2,0,2,1,3,3,0,1,1,0,0,0,1,1,1,1,1,1,2
2918,2,0,3,3,0,3,1,1,4,0,2,1,1,1,1,1,1,1,1,55
2919,3,0,1,2,2,2,1,0,1,1,4,1,1,1,1,1,1,1,1,20
2920,3,1,1,3,0,4,1,1,2,1,0,3,1,1,1,1,1,1,1,13
2921,4,2,1,1,1,3,0,2,0,2,0,3,1,1,1,1,1,1,1,2
2922,3,1,0,1,3,1,1,2,2,2,2,3,0,1,1,1,1,1,1,5
2923,2,2,1,4,3,3,1,2,2,0,1,0,1,1,1,1,1,1,1,2
2924,5,3,2,1,0,1,0,1,1,0,2,2,1,0,0,1,1,1,1,5
2925,4,0,3,0,1,3,1,2,1,2,1,3,0,1,0,1,1,1,1,0
2926,3,1,0,1,1,4,2,1,2,0,1,2,0,1,1,1,1,1,1,3
2927,2,1,2,1,3,3,1,0,2,0,2,2,1,1,1,1,1,1,1,24
2928,3,1,4,1,0,1,2,3,1,2,1,1,1,1,1,1,1,1,1,43
2929,2,1,2,2,2,2,1,2,3,0,2,0,1,1,1,1,1,1,1,30
2930,2,2,2,1,0,2,2,0,0,2,1,2,1,1,1,1,1,1,1,5
2931,2,3,2,2,1,2,2,2,0,1,3,2,1,1,1,1,1,1,1,4
2932,2,2,0,0,0,2,2,0,1,2,4,3,1,1,1,1,1,1,1,5
2933,1,3,1,0,2,5,1,1,0,3,2,2,1,1,1,1,1,1,1,25
2934,2,2,1,3,4,3,2,1,1,1,0,0,1,1,1,1,1,1,1,2
2935,3,2,2,2,2,2,1,2,2,1,0,0,1,1,1,1,1,1,1,30
2936,3,3,1,0,1,2,2,0,0,2,2,3,1,1,1,1,1,1,1,27
2937,3,0,1,0,2,3,0,2,0,4,1,3,1,0,1,1,1,1,1,12
2938,3,0,1,2,2,3,1,0,1,0,2,2,1,1,0,1,1,1,1,13
2939,4,0,1,0,1,3,4,1,2,0,1,1,1,1,1,1,1,1,1,4
2940,1,1,3,1,2,3,2,1,2,0,1,1,0,1,1,1,1,1,1,7
2941,2,3,1,3,3,1,1,1,3,0,2,2,1,1,1,1,1,1,1,12
2942,3,1,2,2,1,2,1,1,0,0,2,4,1,1,0,1,1,1,1,22
2943,1,2,1,3,0,3,1,1,2,2,1,0,1,1,1,1,1,1,1,36
2944,4,2,1,1,1,3,1,3,0,1,0,0,1,0,1,1,1,1,1,11
2945,3,3,0,4,3,5,1,2,2,1,0,0,1,0,1,1,1,1,1,31
2946,3,2,2,2,1,4,3,1,0,0,0,2,1,1,1,1,1,1,1,4
2947,3,1,3,3,0,2,1,1,1,1,3,0,0,1,1,1,1,1,1,36
2948,2,1,2,2,1,3,2,2,1,0,0,3,1,0,1,1,1,1,1,0
2949,2,1,1,0,1,4,2,1,2,1,2,2,1,1,1,1,1,1,1,6
2950,2,1,3,2,2,3,1,1,2,2,0,1,1,1,0,1,1,1,1,3
2951,3,2,1,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,23
2952,2,3,2,2,3,2,2,0,2,0,0,0,1,1,1,1,1,1,1,47
2953,2,0,3,3,2,2,2,1,3,2,0,0,1,1,1,1,1,1,1,15
2954,2,2,2,1,1,4,2,3,2,0,0,0,1,1,1,1,1,1,1,14
2955,4,2,1,0,3,2,2,1,0,4,1,0,1,1,1,1,1,1,1,12
2956,3,3,3,1,1,2,2,0,2,1,0,0,1,1,1,1,1,1,1,12
2957,2,1,2,1,3,4,1,2,0,2,2,0,1,1,0,1,1,1,1,18
2958,3,1,0,3,1,3,3,2,1,0,0,2,1,1,1,1,1,1,1,36
2959,2,2,0,4,3,1,1,1,3,2,0,0,1,1,1,1,1,1,1,4
2960,3,0,0,2,1,2,1,2,1,2,4,3,0,1,1,1,1,1,1,53
2961,2,1,1,2,0,2,3,1,1,3,1,0,0,1,1,1,1,1,1,0
2962,3,0,1,1,3,3,3,1,0,1,1,2,1,1,1,1,1,1,1,29
2963,3,3,1,0,0,3,4,0,2,0,2,0,1,0,0,1,1,1,1,13
2964,2,4,0,1,3,1,4,3,0,0,1,0,1,1,1,1,1,1,1,5
2965,3,2,0,1,2,2,4,2,2,2,1,1,0,0,1,1,1,1,1,42
2966,1,2,0,4,2,4,2,0,2,2,1,0,0,1,1,1,1,1,1,18
2967,2,1,0,1,2,1,3,2,2,1,3,1,0,1,1,1,1,1,1,39
2968,3,1,0,1,2,3,2,0,1,0,3,1,1,0,1,1,1,1,1,8
2969,2,1,2,3,2,2,0,0,3,1,3,1,1,1,1,1,1,1,1,57
2970,2,2,2,3,1,4,0,0,2,1,1,0,1,1,1,1,1,1,1,10
2971,2,3,0,2,1,4,2,0,1,1,2,2,1,1,1,1,1,1,1,18
2972,2,3,2,2,2,3,0,4,1,0,1,0,1,1,1,1,1,1,1,13
2973,5,1,3,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,10
2974,3,1,0,0,0,3,3,3,0,1,2,4,1,1,1,1,1,1,1,19
2975,2,3,0,0,0,1,1,1,1,3,2,1,1,1,0,1,1,1,1,1
2976,3,1,1,3,1,2,3,0,2,1,2,1,1,1,0,1,1,1,1,29
2977,2,0,3,1,2,2,2,2,1,0,2,2,1,0,0,1,1,1,1,2
2978,3,0,3,2,2,2,1,0,1,2,2,0,1,1,1,1,1,1,1,0
2979,4,0,2,0,1,3,1,0,0,1,1,3,0,0,0,1,1,1,1,5
2980,3,1,3,2,0,2,2,0,3,1,1,1,1,0,1,1,1,1,1,13
2981,1,1,1,3,0,2,4,0,2,1,4,0,1,1,1,1,1,1,1,28
2982,4,0,3,1,1,2,1,0,2,1,3,1,1,1,1,1,1,1,1,5
2983,3,2,1,3,4,3,0,0,1,0,1,1,1,1,1,1,1,1,1,61
2984,4,1,2,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,1,4
2985,3,2,2,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,16
2986,3,2,1,4,2,2,0,2,3,0,1,0,1,1,1,1,1,1,1,23
2987,3,1,2,1,3,3,0,1,3,1,1,2,1,0,1,1,1,1,1,6
2988,1,2,1,3,2,2,3,0,1,0,1,0,1,1,1,1,1,1,1,8
2989,2,4,1,0,1,2,2,1,1,0,3,1,0,1,1,1,1,1,1,18
2990,2,2,0,0,1,2,1,4,1,1,3,1,1,1,1,1,1,1,1,28
2991,1,0,2,2,3,4,2,0,1,2,0,1,1,0,1,1,1,1,1,21
2992,1,2,2,2,3,3,1,1,0,3,2,2,1,0,0,1,1,1,1,4
2993,5,0,1,1,1,2,2,0,1,0,1,1,1,1,0,1,1,1,1,11
2994,2,2,1,3,2,1,1,1,4,1,3,2,1,1,1,1,1,1,1,2
2995,4,0,3,2,2,2,3,1,0,0,2,1,0,1,1,1,1,1,1,10
2996,3,2,3,2,3,2,1,0,2,0,1,0,1,1,1,1,1,1,1,15
2997,1,2,2,1,0,3,3,2,2,1,1,3,1,1,1,1,1,1,1,58
2998,3,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,37
2999,4,2,2,2,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2
3000,4,1,2,2,1,2,0,1,2,0,3,3,1,1,1,1,1,1,1,11
3001,3,1,0,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,46
3002,3,0,2,1,1,1,0,1,1,2,2,3,1,1,0,1,1,1,1,12
3003,3,1,4,0,2,2,2,1,2,3,1,1,0,1,1,1,1,1,1,38
3004,2,1,2,4,0,3,0,1,3,3,2,0,1,1,1,1,1,1,1,8
3005,2,1,3,0,0,2,3,2,2,1,0,2,1,1,1,1,1,1,1,17
3006,3,1,3,1,0,3,2,0,1,0,2,1,1,1,1,1,1,1,1,45
3007,3,2,3,1,0,3,2,1,2,0,3,1,1,1,1,1,1,1,1,12
3008,2,1,1,3,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,33
3009,2,1,1,4,2,1,2,1,3,2,2,0,1,1,1,1,1,1,1,23
3010,2,3,3,0,2,2,2,0,0,2,0,3,1,0,1,1,1,1,1,3
3011,3,1,2,1,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,14
3012,3,3,1,2,1,2,1,1,2,1,1,0,1,1,1,1,1,1,1,2
3013,2,1,1,1,3,2,2,3,0,0,2,0,1,1,1,1,1,1,1,1
3014,2,1,2,3,0,2,2,2,1,1,3,0,1,0,1,1,1,1,1,4
3015,2,2,1,1,2,3,0,1,1,3,2,1,1,1,1,1,1,1,1,9
3016,3,1,2,3,1,1,2,0,2,0,0,3,1,1,1,1,1,1,1,3
3017,3,2,1,4,0,2,2,2,2,2,0,2,0,1,1,1,1,1,1,13
3018,2,1,0,2,2,3,2,0,1,2,2,2,1,1,1,1,1,1,1,23
3019,3,2,1,3,1,1,3,1,1,1,0,1,0,1,1,1,1,1,1,9
3020,1,0,4,3,1,2,2,2,1,0,4,2,1,1,1,1,1,1,1,25
3021,3,0,0,2,1,2,1,2,1,2,3,2,0,1,1,1,1,1,1,9
3022,2,1,1,2,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,6
3023,2,1,1,4,3,2,2,0,2,2,0,0,1,1,1,1,1,1,1,15
3024,2,1,1,2,0,3,1,0,0,2,2,2,1,1,1,1,1,1,1,30
3025,3,1,0,0,2,4,1,2,1,0,2,2,1,1,1,1,1,1,1,31
3026,1,2,0,1,1,2,3,1,3,2,1,2,0,1,0,1,1,1,1,1
3027,3,1,0,4,1,3,1,3,2,1,3,1,1,1,1,1,1,1,1,22
3028,2,3,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,11
3029,1,1,1,3,2,4,3,2,0,2,0,1,1,1,1,1,1,1,1,54
3030,4,1,1,3,1,1,2,0,1,3,1,0,1,1,1,1,1,1,1,5
3031,2,3,2,3,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,72
3032,2,2,0,2,1,2,3,0,0,3,2,2,1,1,1,1,1,1,1,31
3033,1,3,4,0,3,2,1,2,1,0,3,4,0,1,1,1,1,1,1,33
3034,3,2,2,1,0,2,3,1,0,1,1,2,1,1,1,1,1,1,1,18
3035,4,1,3,2,2,4,1,0,2,0,1,0,1,1,1,1,1,1,1,12
3036,2,1,1,0,4,4,1,1,0,3,1,4,1,1,0,1,1,1,1,0
3037,1,4,1,0,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,29
3038,2,3,0,1,2,2,1,0,0,3,1,2,1,1,1,1,1,1,1,4
3039,2,3,0,2,1,3,1,2,0,1,1,0,1,1,1,1,1,1,1,25
3040,3,1,2,3,3,1,1,1,3,1,1,0,1,1,1,1,1,1,1,7
3041,2,3,1,2,2,1,1,2,2,1,0,0,0,1,1,1,1,1,1,7
3042,1,4,1,1,2,4,0,3,1,1,0,3,1,1,1,1,1,1,1,17
3043,1,4,1,1,2,1,2,3,2,1,0,0,1,1,1,1,1,1,1,21
3044,5,0,1,3,1,2,0,1,2,2,2,0,1,1,1,1,1,1,1,5
3045,3,2,2,0,3,3,0,0,0,1,2,1,1,1,1,1,1,1,1,4
3046,2,3,1,3,2,2,0,2,2,1,1,0,1,1,1,1,1,1,1,53
3047,3,2,0,0,1,2,1,1,1,1,3,2,0,1,0,1,1,1,1,22
3048,3,3,1,0,1,2,1,1,2,1,0,3,1,1,0,1,1,1,1,25
3049,4,2,3,0,0,2,1,0,2,0,0,1,1,1,1,1,1,1,1,10
3050,3,3,1,3,0,2,2,2,0,2,1,2,1,0,1,1,1,1,1,54
3051,2,0,2,2,1,2,3,2,1,2,1,2,1,1,1,1,1,1,1,24
3052,2,2,2,1,2,2,1,1,0,1,3,2,1,0,1,1,1,1,1,20
3053,1,1,4,1,2,1,1,0,1,3,1,1,0,0,1,1,1,1,1,35
3054,2,2,0,1,4,2,2,1,1,3,2,1,1,1,0,1,1,1,1,1
3055,2,2,1,2,2,2,4,0,3,1,1,0,1,1,1,1,1,1,1,1
3056,4,2,0,2,0,2,4,1,2,1,1,0,1,1,1,1,1,1,1,0
3057,1,1,1,5,1,5,1,1,3,1,0,0,1,1,1,1,1,1,1,22
3058,3,2,3,2,0,1,0,0,2,1,3,0,0,1,0,1,1,1,1,4
3059,4,0,1,2,1,2,1,2,2,0,2,2,1,1,1,1,1,1,1,10
3060,2,1,1,2,1,3,2,1,1,0,3,1,0,0,0,1,1,1,1,1
3061,2,2,2,3,1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,48
3062,2,1,0,4,2,3,2,0,0,0,1,3,0,0,1,1,1,1,1,32
3063,2,1,1,3,3,2,2,0,1,1,2,1,0,1,1,1,1,1,1,4
3064,3,3,1,2,2,1,1,1,2,0,1,1,1,0,1,1,1,1,1,26
3065,2,3,2,3,2,2,2,4,1,2,1,0,1,1,1,1,1,1,1,17
3066,4,1,0,2,1,1,2,1,3,3,1,0,1,1,1,1,1,1,1,4
3067,1,1,3,1,1,3,1,3,0,3,0,2,0,1,0,1,1,1,1,6
3068,2,0,2,2,2,4,2,2,1,0,3,1,0,0,1,1,1,1,1,19
3069,3,2,2,1,2,2,1,0,3,2,0,3,0,1,1,1,1,1,1,20
3070,2,0,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,10
3071,1,4,2,0,2,3,1,1,0,0,3,3,1,1,0,1,1,1,1,6
3072,3,3,3,4,1,2,1,1,2,0,0,1,1,1,1,1,1,1,1,67
3073,2,1,1,4,2,3,0,2,2,2,1,0,1,0,1,1,1,1,1,10
3074,2,2,3,3,1,3,1,1,0,0,2,1,1,1,1,1,1,1,1,23
3075,3,2,2,1,1,4,0,2,0,2,2,1,1,1,1,1,1,1,1,18
3076,3,0,2,0,1,5,0,3,1,0,1,2,1,1,1,1,1,1,1,5
3077,2,2,3,1,1,3,0,2,2,0,1,3,1,1,0,1,1,1,1,8
3078,4,2,2,2,2,3,1,3,0,0,1,1,0,1,1,1,1,1,1,5
3079,3,2,2,2,1,2,2,0,2,1,0,2,1,0,1,1,1,1,1,3
3080,2,1,1,3,1,2,2,2,1,2,2,3,1,1,0,1,1,1,1,10
3081,2,1,0,0,1,4,2,0,2,4,2,2,0,1,0,1,1,1,1,4
3082,2,2,1,4,1,3,2,1,2,0,0,0,1,1,1,1,1,1,1,2
3083,4,0,3,3,1,4,1,0,2,0,1,1,1,1,1,1,1,1,1,7
3084,2,1,3,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,35
3085,2,1,1,3,2,3,3,0,1,3,0,1,1,1,1,1,1,1,1,4
3086,2,2,2,1,3,2,1,1,2,1,3,0,1,1,0,1,1,1,1,57
3087,2,1,2,3,1,2,1,1,3,2,2,0,1,1,1,1,1,1,1,35
3088,1,5,0,2,1,1,1,6,0,1,2,0,1,1,1,1,1,1,1,12
3089,3,1,2,2,1,5,1,0,1,1,1,0,1,0,1,1,1,1,1,51
3090,4,3,1,0,1,3,1,3,1,0,0,1,1,1,1,1,1,1,1,11
3091,3,1,4,0,3,2,2,0,2,2,1,1,0,1,1,1,1,1,1,18
3092,2,3,2,0,1,2,3,2,1,1,2,2,0,1,0,1,1,1,1,12
3093,5,0,2,1,0,1,2,2,3,0,1,2,0,1,1,1,1,1,1,6
3094,2,3,0,3,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,33
3095,4,0,3,1,1,3,2,2,2,1,0,0,1,1,1,1,1,1,1,4
3096,2,1,1,2,1,3,2,2,0,1,2,3,0,0,0,1,1,1,1,8
3097,3,1,1,2,2,2,2,1,1,1,2,3,0,1,1,1,1,1,1,59
3098,2,0,3,2,1,2,1,1,2,0,2,1,1,1,1,1,1,1,1,15
3099,3,1,2,2,2,2,2,1,3,0,0,0,1,1,1,1,1,1,1,29
3100,2,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,13
3101,2,1,0,1,2,2,2,0,2,1,3,2,1,1,0,1,1,1,1,40
3102,2,1,1,2,1,2,3,0,2,2,2,4,1,0,1,1,1,1,1,41
3103,2,3,2,3,2,2,1,1,1,0,2,1,1,0,1,1,1,1,1,46
3104,2,2,4,0,0,2,2,4,2,0,2,2,1,1,0,1,1,1,1,10
3105,4,1,4,1,1,1,2,1,2,2,0,0,1,1,1,1,1,1,1,0
3106,3,1,2,1,3,4,1,1,3,1,0,1,1,1,1,1,1,1,1,24
3107,2,2,1,3,3,2,3,0,2,0,0,0,1,1,1,1,1,1,1,22
3108,2,3,2,2,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,16
3109,2,1,2,2,1,4,1,1,1,1,2,2,1,0,0,1,1,1,1,1
3110,2,0,2,3,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,15
3111,5,0,2,3,2,1,1,1,2,2,2,2,1,0,0,1,1,1,1,12
3112,3,0,2,1,2,3,0,0,2,2,1,0,1,1,1,1,1,1,1,8
3113,4,2,2,0,1,1,0,3,2,1,3,1,0,0,0,1,1,1,1,1
3114,4,2,2,2,0,3,2,1,2,0,0,0,1,1,1,1,1,1,1,2
3115,3,1,2,0,2,3,1,0,3,0,1,3,1,1,1,1,1,1,1,40
3116,3,3,4,3,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,59
3117,3,0,3,1,3,5,2,1,0,0,3,1,1,1,1,1,1,1,1,1
3118,3,1,2,1,1,1,0,2,3,1,3,1,1,1,1,1,1,1,1,35
3119,2,2,1,3,1,2,3,1,2,0,0,1,1,1,1,1,1,1,1,34
3120,2,2,3,1,0,2,3,3,1,3,2,1,0,0,0,1,1,1,1,6
3121,4,2,1,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,15
3122,2,2,1,3,2,3,1,2,2,1,0,0,1,1,1,1,1,1,1,9
3123,2,2,1,2,1,3,1,3,1,2,0,0,1,1,1,1,1,1,1,11
3124,3,1,2,3,0,2,3,3,1,1,1,0,1,0,1,1,1,1,1,0
3125,4,0,2,3,1,2,2,1,3,1,0,0,1,1,1,1,1,1,1,17
3126,3,2,1,0,2,1,1,3,3,1,2,2,1,1,1,1,1,1,1,14
3127,3,1,2,4,2,2,1,2,2,0,0,2,1,1,1,1,1,1,1,38
3128,3,1,0,2,0,1,2,3,1,2,3,0,1,1,0,1,1,1,1,29
3129,4,1,1,1,0,3,2,0,1,2,3,1,1,1,0,1,1,1,1,0
3130,3,3,2,2,3,2,0,3,1,2,0,1,1,1,1,1,1,1,1,18
3131,4,1,3,1,1,3,1,2,2,1,0,0,1,0,1,1,1,1,1,17
3132,2,1,3,2,0,2,3,1,2,2,2,0,1,1,0,1,1,1,1,42
3133,4,0,2,1,1,3,1,0,1,1,2,1,1,1,1,1,1,1,1,18
3134,3,1,3,3,2,2,1,2,3,1,0,0,1,1,1,1,1,1,1,0
3135,4,0,0,2,3,2,2,1,1,1,0,0,0,0,1,1,1,1,1,14
3136,3,1,2,2,0,3,1,1,1,2,2,2,1,1,1,1,1,1,1,13
3137,2,2,1,3,1,1,2,1,1,2,3,1,0,0,1,1,1,1,1,5
3138,3,2,2,0,2,2,1,1,0,0,3,1,1,1,1,1,1,1,1,6
3139,3,2,1,1,1,1,2,0,1,1,3,1,1,0,0,1,1,1,1,7
3140,2,2,3,1,1,4,2,2,1,1,0,2,0,0,1,1,1,1,1,19
3141,2,1,0,0,3,4,2,1,1,2,1,2,1,1,1,1,1,1,1,0
3142,2,0,3,3,3,4,1,0,0,2,1,0,1,1,1,1,1,1,1,8
3143,1,2,1,2,3,3,1,2,0,1,1,2,1,1,1,1,1,1,1,0
3144,2,0,2,3,2,4,0,0,2,1,1,1,1,1,1,1,1,1,1,21
3145,2,1,1,1,4,2,2,1,1,0,1,1,1,1,1,1,1,1,1,6
3146,3,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,20
3147,4,3,1,0,0,2,1,1,2,1,1,2,1,1,0,1,1,1,1,10
3148,1,1,0,1,2,3,3,2,0,1,2,3,1,1,1,1,1,1,1,0
3149,3,2,0,5,1,5,0,1,1,0,0,0,1,1,1,1,1,1,1,27
3150,2,3,2,4,0,3,0,2,1,2,0,0,1,1,1,1,1,1,1,4
3151,2,0,2,1,0,4,1,1,2,2,2,2,1,1,1,1,1,1,1,17
3152,3,1,2,1,2,3,3,2,1,2,1,1,1,0,1,1,1,1,1,3
3153,1,2,2,1,0,3,2,0,0,2,3,3,0,0,0,1,1,1,1,7
3154,1,2,2,2,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,72
3155,4,3,0,0,3,3,2,3,1,0,0,1,1,1,1,1,1,1,1,24
3156,3,1,1,1,2,3,1,0,2,2,2,1,1,1,1,1,1,1,1,1
3157,1,0,5,0,2,4,1,2,4,1,0,1,1,1,1,1,1,1,1,2
3158,3,3,1,0,2,1,0,2,1,4,1,0,1,0,1,1,1,1,1,5
3159,4,1,0,2,2,2,0,1,2,2,1,2,0,0,0,1,1,1,1,20
3160,2,0,1,3,1,4,3,0,1,3,0,0,1,1,1,1,1,1,1,3
3161,4,1,1,0,2,2,2,2,2,1,1,2,0,1,0,1,1,1,1,2
3162,2,1,1,4,0,3,3,1,0,0,3,1,0,1,1,1,1,1,1,18
3163,3,3,2,0,2,2,2,2,1,1,0,3,1,1,1,1,1,1,1,6
3164,3,2,2,0,1,1,3,3,1,0,2,3,1,1,1,1,1,1,1,13
